periodo,destino,exportaciones_musd,continente,subregion,pais
2005-09-01,América. América del Norte. México,133.93040149,América,América del Norte,México
2005-10-01,América. América del Norte. México,180.83706405,América,América del Norte,México
2005-11-01,América. América del Norte. México,131.49093506,América,América del Norte,México
2005-12-01,América. América del Norte. México,146.63422933,América,América del Norte,México
2006-01-01,América. América del Norte. México,169.31756881,América,América del Norte,México
2006-02-01,América. América del Norte. México,145.93641644,América,América del Norte,México
2006-03-01,América. América del Norte. México,239.34992855,América,América del Norte,México
2006-04-01,América. América del Norte. México,187.2088235,América,América del Norte,México
2006-05-01,América. América del Norte. México,207.69182559,América,América del Norte,México
2006-06-01,América. América del Norte. México,182.07956566,América,América del Norte,México
2006-07-01,América. América del Norte. México,255.66474019,América,América del Norte,México
2006-08-01,América. América del Norte. México,223.47374132,América,América del Norte,México
2006-09-01,América. América del Norte. México,185.0470192,América,América del Norte,México
2006-10-01,América. América del Norte. México,176.4642362,América,América del Norte,México
2006-11-01,América. América del Norte. México,157.6606747,América,América del Norte,México
2006-12-01,América. América del Norte. México,186.00391516,América,América del Norte,México
2007-01-01,América. América del Norte. México,159.44016169,América,América del Norte,México
2007-02-01,América. América del Norte. México,133.04737752,América,América del Norte,México
2007-03-01,América. América del Norte. México,231.09126941,América,América del Norte,México
2007-04-01,América. América del Norte. México,198.62295718,América,América del Norte,México
2007-05-01,América. América del Norte. México,252.21792011,América,América del Norte,México
2007-06-01,América. América del Norte. México,238.99006584,América,América del Norte,México
2007-07-01,América. América del Norte. México,225.48851924,América,América del Norte,México
2007-08-01,América. América del Norte. México,182.18109724,América,América del Norte,México
2007-09-01,América. América del Norte. México,162.23193779,América,América del Norte,México
2007-10-01,América. América del Norte. México,178.62167704,América,América del Norte,México
2007-11-01,América. América del Norte. México,201.64479809,América,América del Norte,México
2007-12-01,América. América del Norte. México,158.11365292,América,América del Norte,México
2008-01-01,América. América del Norte. México,205.68437434,América,América del Norte,México
2008-02-01,América. América del Norte. México,218.2629767,América,América del Norte,México
2008-03-01,América. América del Norte. México,202.80000173,América,América del Norte,México
2008-04-01,América. América del Norte. México,210.32564796,América,América del Norte,México
2008-05-01,América. América del Norte. México,199.81244778,América,América del Norte,México
2008-06-01,América. América del Norte. México,182.63854068,América,América del Norte,México
2008-07-01,América. América del Norte. México,193.7252329,América,América del Norte,México
2008-08-01,América. América del Norte. México,188.04813667,América,América del Norte,México
2008-09-01,América. América del Norte. México,158.88670267,América,América del Norte,México
2008-10-01,América. América del Norte. México,128.74601195,América,América del Norte,México
2008-11-01,América. América del Norte. México,124.27559741,América,América del Norte,México
2008-12-01,América. América del Norte. México,146.13190811,América,América del Norte,México
2009-01-01,América. América del Norte. México,91.246615681,América,América del Norte,México
2009-02-01,América. América del Norte. México,98.950640067,América,América del Norte,México
2009-03-01,América. América del Norte. México,110.7158125,América,América del Norte,México
2009-04-01,América. América del Norte. México,126.58767098,América,América del Norte,México
2009-05-01,América. América del Norte. México,140.66415394,América,América del Norte,México
2009-06-01,América. América del Norte. México,122.50062556,América,América del Norte,México
2009-07-01,América. América del Norte. México,136.76314246,América,América del Norte,México
2009-08-01,América. América del Norte. México,137.38713928,América,América del Norte,México
2009-09-01,América. América del Norte. México,123.8868334,América,América del Norte,México
2009-10-01,América. América del Norte. México,140.15664119,América,América del Norte,México
2009-11-01,América. América del Norte. México,117.75720296,América,América del Norte,México
2009-12-01,América. América del Norte. México,135.52381118,América,América del Norte,México
2010-01-01,América. América del Norte. México,135.87476684,América,América del Norte,México
2010-02-01,América. América del Norte. México,128.97767424,América,América del Norte,México
2010-03-01,América. América del Norte. México,147.22583243,América,América del Norte,México
2010-04-01,América. América del Norte. México,160.11543091,América,América del Norte,México
2010-05-01,América. América del Norte. México,151.67668901,América,América del Norte,México
2010-06-01,América. América del Norte. México,163.75686901,América,América del Norte,México
2010-07-01,América. América del Norte. México,174.44392443,América,América del Norte,México
2010-08-01,América. América del Norte. México,154.50998172,América,América del Norte,México
2010-09-01,América. América del Norte. México,175.58282734,América,América del Norte,México
2010-10-01,América. América del Norte. México,189.76916839,América,América del Norte,México
2010-11-01,América. América del Norte. México,146.78801627,América,América del Norte,México
2010-12-01,América. América del Norte. México,192.82949954,América,América del Norte,México
2011-01-01,América. América del Norte. México,160.62441683,América,América del Norte,México
2011-02-01,América. América del Norte. México,155.27795669,América,América del Norte,México
2011-03-01,América. América del Norte. México,165.08315428,América,América del Norte,México
2011-04-01,América. América del Norte. México,159.87916908,América,América del Norte,México
2011-05-01,América. América del Norte. México,142.96651137,América,América del Norte,México
2011-06-01,América. América del Norte. México,146.62334086,América,América del Norte,México
2011-07-01,América. América del Norte. México,159.76055215,América,América del Norte,México
2011-08-01,América. América del Norte. México,159.00703897,América,América del Norte,México
2011-09-01,América. América del Norte. México,163.35891514,América,América del Norte,México
2011-10-01,América. América del Norte. México,125.54295176,América,América del Norte,México
2011-11-01,América. América del Norte. México,154.58640625,América,América del Norte,México
2011-12-01,América. América del Norte. México,127.95580922,América,América del Norte,México
2012-01-01,América. América del Norte. México,94.29558881,América,América del Norte,México
2012-02-01,América. América del Norte. México,108.63040065,América,América del Norte,México
2012-03-01,América. América del Norte. México,142.4540622,América,América del Norte,México
2012-04-01,América. América del Norte. México,121.3981302,América,América del Norte,México
2012-05-01,América. América del Norte. México,110.97608121,América,América del Norte,México
2012-06-01,América. América del Norte. México,95.48706896,América,América del Norte,México
2012-07-01,América. América del Norte. México,145.00580598,América,América del Norte,México
2012-08-01,América. América del Norte. México,99.75536724,América,América del Norte,México
2012-09-01,América. América del Norte. México,92.499287363,América,América del Norte,México
2012-10-01,América. América del Norte. México,121.86514385,América,América del Norte,México
2012-11-01,América. América del Norte. México,92.712693757,América,América del Norte,México
2012-12-01,América. América del Norte. México,117.2882544,América,América del Norte,México
2013-01-01,América. América del Norte. México,115.36340682,América,América del Norte,México
2013-02-01,América. América del Norte. México,99.193866056,América,América del Norte,México
2013-03-01,América. América del Norte. México,120.41688039,América,América del Norte,México
2013-04-01,América. América del Norte. México,109.8876774,América,América del Norte,México
2013-05-01,América. América del Norte. México,118.94187006,América,América del Norte,México
2013-06-01,América. América del Norte. México,108.99378276,América,América del Norte,México
2013-07-01,América. América del Norte. México,125.57407125,América,América del Norte,México
2013-08-01,América. América del Norte. México,104.64178611,América,América del Norte,México
2013-09-01,América. América del Norte. México,78.182108246,América,América del Norte,México
2013-10-01,América. América del Norte. México,123.7227504,América,América del Norte,México
2013-11-01,América. América del Norte. México,127.26192583,América,América del Norte,México
2013-12-01,América. América del Norte. México,82.122346919,América,América del Norte,México
2014-01-01,América. América del Norte. México,73.1759426569848,América,América del Norte,México
2014-02-01,América. América del Norte. México,104.622078905397,América,América del Norte,México
2014-03-01,América. América del Norte. México,134.561422341052,América,América del Norte,México
2014-04-01,América. América del Norte. México,118.4469971994,América,América del Norte,México
