periodo,origen,importaciones_musd,continente,subregion,pais
2023-02-01,América. América del Sur. Argentina,410.80829872,América,América del Sur,Argentina
2023-03-01,América. América del Sur. Argentina,481.78283429,América,América del Sur,Argentina
2023-04-01,América. América del Sur. Argentina,436.14420331,América,América del Sur,Argentina
2023-05-01,América. América del Sur. Argentina,527.42586424,América,América del Sur,Argentina
2023-06-01,América. América del Sur. Argentina,414.57583109,América,América del Sur,Argentina
2023-07-01,América. América del Sur. Argentina,459.45632278,América,América del Sur,Argentina
2023-08-01,América. América del Sur. Argentina,576.11511558,América,América del Sur,Argentina
2023-09-01,América. América del Sur. Argentina,429.37714635,América,América del Sur,Argentina
2023-10-01,América. América del Sur. Argentina,464.29323285,América,América del Sur,Argentina
2023-11-01,América. América del Sur. Argentina,475.64007284,América,América del Sur,Argentina
2023-12-01,América. América del Sur. Argentina,467.44371718,América,América del Sur,Argentina
2024-01-01,América. América del Sur. Argentina,460.36050164,América,América del Sur,Argentina
2024-02-01,América. América del Sur. Argentina,457.30564804,América,América del Sur,Argentina
2024-03-01,América. América del Sur. Argentina,623.9752699,América,América del Sur,Argentina
2024-04-01,América. América del Sur. Argentina,502.77383118,América,América del Sur,Argentina
2024-05-01,América. América del Sur. Argentina,605.37406384,América,América del Sur,Argentina
2024-06-01,América. América del Sur. Argentina,469.3907148,América,América del Sur,Argentina
2024-07-01,América. América del Sur. Argentina,722.28369918,América,América del Sur,Argentina
2024-08-01,América. América del Sur. Argentina,639.65374811,América,América del Sur,Argentina
2024-09-01,América. América del Sur. Argentina,575.50564283,América,América del Sur,Argentina
2024-10-01,América. América del Sur. Argentina,667.071689,América,América del Sur,Argentina
2024-11-01,América. América del Sur. Argentina,610.2446676,América,América del Sur,Argentina
2024-12-01,América. América del Sur. Argentina,629.36201512,América,América del Sur,Argentina
2025-01-01,América. América del Sur. Argentina,620.33832941,América,América del Sur,Argentina
2025-02-01,América. América del Sur. Argentina,651.6930032,América,América del Sur,Argentina
2025-03-01,América. América del Sur. Argentina,566.77905986,América,América del Sur,Argentina
2025-04-01,América. América del Sur. Argentina,575.24234905,América,América del Sur,Argentina
2025-05-01,América. América del Sur. Argentina,595.72797713,América,América del Sur,Argentina
2025-06-01,América. América del Sur. Argentina,551.23853331,América,América del Sur,Argentina
2025-07-01,América. América del Sur. Argentina,648.27233211,América,América del Sur,Argentina
2025-08-01,América. América del Sur. Argentina,492.93312491,América,América del Sur,Argentina
2025-09-01,América. América del Sur. Argentina,563.23421904,América,América del Sur,Argentina
2025-10-01,América. América del Sur. Argentina,546.98975822,América,América del Sur,Argentina
2025-11-01,América. América del Sur. Argentina,481.40852537,América,América del Sur,Argentina
2025-12-01,América. América del Sur. Argentina,570.95030317,América,América del Sur,Argentina
2026-01-01,América. América del Sur. Argentina,438.46864953,América,América del Sur,Argentina
2026-02-01,América. América del Sur. Argentina,617.51638997,América,América del Sur,Argentina
2026-03-01,América. América del Sur. Argentina,655.55539601,América,América del Sur,Argentina
2026-04-01,América. América del Sur. Argentina,716.35270807,América,América del Sur,Argentina
2026-05-01,América. América del Sur. Argentina,640.84543474,América,América del Sur,Argentina
2026-06-01,América. América del Sur. Argentina,794.98012358,América,América del Sur,Argentina
2003-01-01,Europa. Unión Europea,255.985240510485,Europa,,Unión Europea
2003-02-01,Europa. Unión Europea,226.450456224575,Europa,,Unión Europea
2003-03-01,Europa. Unión Europea,297.143300564972,Europa,,Unión Europea
2003-04-01,Europa. Unión Europea,357.291128415943,Europa,,Unión Europea
2003-05-01,Europa. Unión Europea,294.853316624083,Europa,,Unión Europea
2003-06-01,Europa. Unión Europea,289.212587532671,Europa,,Unión Europea
2003-07-01,Europa. Unión Europea,261.402564819875,Europa,,Unión Europea
2003-08-01,Europa. Unión Europea,273.549441485793,Europa,,Unión Europea
2003-09-01,Europa. Unión Europea,248.843062987703,Europa,,Unión Europea
2003-10-01,Europa. Unión Europea,243.108475444571,Europa,,Unión Europea
2003-11-01,Europa. Unión Europea,236.775536334243,Europa,,Unión Europea
2003-12-01,Europa. Unión Europea,302.508528036984,Europa,,Unión Europea
2004-01-01,Europa. Unión Europea,276.28352700572,Europa,,Unión Europea
2004-02-01,Europa. Unión Europea,226.390042695831,Europa,,Unión Europea
2004-03-01,Europa. Unión Europea,316.211161264909,Europa,,Unión Europea
2004-04-01,Europa. Unión Europea,307.881671532498,Europa,,Unión Europea
2004-05-01,Europa. Unión Europea,296.344513973997,Europa,,Unión Europea
2004-06-01,Europa. Unión Europea,322.32420225086,Europa,,Unión Europea
2004-07-01,Europa. Unión Europea,311.796432303685,Europa,,Unión Europea
2004-08-01,Europa. Unión Europea,305.038230439751,Europa,,Unión Europea
2004-09-01,Europa. Unión Europea,320.530556722379,Europa,,Unión Europea
2004-10-01,Europa. Unión Europea,311.162809237726,Europa,,Unión Europea
2004-11-01,Europa. Unión Europea,276.131546740714,Europa,,Unión Europea
2004-12-01,Europa. Unión Europea,378.314594729435,Europa,,Unión Europea
2005-01-01,Europa. Unión Europea,345.044831797982,Europa,,Unión Europea
2005-02-01,Europa. Unión Europea,397.260703962432,Europa,,Unión Europea
2005-03-01,Europa. Unión Europea,399.355302659892,Europa,,Unión Europea
2005-04-01,Europa. Unión Europea,449.100167739034,Europa,,Unión Europea
2005-05-01,Europa. Unión Europea,420.739535535121,Europa,,Unión Europea
2005-06-01,Europa. Unión Europea,489.119560959687,Europa,,Unión Europea
2005-07-01,Europa. Unión Europea,467.236532772044,Europa,,Unión Europea
2005-08-01,Europa. Unión Europea,432.709305693354,Europa,,Unión Europea
2005-09-01,Europa. Unión Europea,443.696480495368,Europa,,Unión Europea
2005-10-01,Europa. Unión Europea,472.376272786453,Europa,,Unión Europea
2005-11-01,Europa. Unión Europea,452.179871324207,Europa,,Unión Europea
2005-12-01,Europa. Unión Europea,419.950420856606,Europa,,Unión Europea
2006-01-01,Europa. Unión Europea,453.760819313614,Europa,,Unión Europea
2006-02-01,Europa. Unión Europea,364.974763949225,Europa,,Unión Europea
2006-03-01,Europa. Unión Europea,472.363196645458,Europa,,Unión Europea
2006-04-01,Europa. Unión Europea,408.223143809153,Europa,,Unión Europea
2006-05-01,Europa. Unión Europea,480.826931794888,Europa,,Unión Europea
2006-06-01,Europa. Unión Europea,436.715885436672,Europa,,Unión Europea
2006-07-01,Europa. Unión Europea,490.399868980315,Europa,,Unión Europea
2006-08-01,Europa. Unión Europea,591.14222701163,Europa,,Unión Europea
2006-09-01,Europa. Unión Europea,567.522279526104,Europa,,Unión Europea
2006-10-01,Europa. Unión Europea,398.253525635965,Europa,,Unión Europea
2006-11-01,Europa. Unión Europea,507.026660927863,Europa,,Unión Europea
2006-12-01,Europa. Unión Europea,422.001681739913,Europa,,Unión Europea
2007-01-01,Europa. Unión Europea,456.21460400917,Europa,,Unión Europea
2007-02-01,Europa. Unión Europea,410.770673943811,Europa,,Unión Europea
2007-03-01,Europa. Unión Europea,523.877944685095,Europa,,Unión Europea
2007-04-01,Europa. Unión Europea,480.257120902096,Europa,,Unión Europea
2007-05-01,Europa. Unión Europea,507.459458881763,Europa,,Unión Europea
2007-06-01,Europa. Unión Europea,506.168990633636,Europa,,Unión Europea
2007-07-01,Europa. Unión Europea,523.999013501214,Europa,,Unión Europea
2007-08-01,Europa. Unión Europea,646.268790048689,Europa,,Unión Europea
2007-09-01,Europa. Unión Europea,477.533882168224,Europa,,Unión Europea
2007-10-01,Europa. Unión Europea,556.555882330753,Europa,,Unión Europea
2007-11-01,Europa. Unión Europea,569.508431094259,Europa,,Unión Europea
2007-12-01,Europa. Unión Europea,645.935710524768,Europa,,Unión Europea
2008-01-01,Europa. Unión Europea,599.338667790082,Europa,,Unión Europea
2008-02-01,Europa. Unión Europea,501.144852014003,Europa,,Unión Europea
2008-03-01,Europa. Unión Europea,596.934359539802,Europa,,Unión Europea
2008-04-01,Europa. Unión Europea,673.530731331552,Europa,,Unión Europea
2008-05-01,Europa. Unión Europea,620.591421437361,Europa,,Unión Europea
2008-06-01,Europa. Unión Europea,675.239565209002,Europa,,Unión Europea
2008-07-01,Europa. Unión Europea,765.920909357099,Europa,,Unión Europea
2008-08-01,Europa. Unión Europea,759.286521985768,Europa,,Unión Europea
2008-09-01,Europa. Unión Europea,719.346184794756,Europa,,Unión Europea
2008-10-01,Europa. Unión Europea,783.339319087992,Europa,,Unión Europea
2008-11-01,Europa. Unión Europea,551.665861584647,Europa,,Unión Europea
2008-12-01,Europa. Unión Europea,559.37763473144,Europa,,Unión Europea
2009-01-01,Europa. Unión Europea,589.125265456381,Europa,,Unión Europea
2009-02-01,Europa. Unión Europea,425.866177398065,Europa,,Unión Europea
2009-03-01,Europa. Unión Europea,507.29255020108,Europa,,Unión Europea
2009-04-01,Europa. Unión Europea,585.963536048975,Europa,,Unión Europea
2009-05-01,Europa. Unión Europea,482.712013454884,Europa,,Unión Europea
2009-06-01,Europa. Unión Europea,606.861120977502,Europa,,Unión Europea
2009-07-01,Europa. Unión Europea,719.549330929225,Europa,,Unión Europea
2009-08-01,Europa. Unión Europea,586.44693370813,Europa,,Unión Europea
2009-09-01,Europa. Unión Europea,481.923354728729,Europa,,Unión Europea
2009-10-01,Europa. Unión Europea,602.983959062906,Europa,,Unión Europea
2009-11-01,Europa. Unión Europea,657.08718678222,Europa,,Unión Europea
2009-12-01,Europa. Unión Europea,613.635565398394,Europa,,Unión Europea
